neighbourhood_group,neighbourhood,lat,long,instant_bookable,cancellation_policy,room_type,construction_year,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,review_rate_number,calculated_host_listings_count,availability_365,occupancy_rate,estimated_occupied_nights,estimated_revenue,log_price
Queens,Middle Village,40.71546,-73.87854,False,moderate,Entire home/apt,2012.0,907,7,38.0,2019-04-27,0.38,4.0,5.0,294.0,0.19452054794520549,71.0,64397.0,6.810142450115136
Brooklyn,Williamsburg,40.7195,-73.95976,False,moderate,Entire home/apt,2012.0,693,2,358.0,2019-06-20,3.44,3.0,2.0,286.0,0.21643835616438356,79.0,54747.0,6.541029999189903
Manhattan,Hell's Kitchen,40.76548,-73.98474,False,moderate,Shared room,2012.0,586,6,10.0,2014-01-07,0.09,1.0,1.0,365.0,0.0,0.0,0.0,6.373319789577012
Manhattan,Harlem,40.80234,-73.95603,False,moderate,Private room,2012.0,112,30,0.0,,,1.0,1.0,12.0,0.9671232876712329,353.0,39536.0,4.718498871295094
Manhattan,Harlem,40.81035,-73.94598,False,moderate,Entire home/apt,2022.0,749,1,104.0,2019-06-22,1.0,1.0,5.0,15.0,0.958904109589041,350.0,262150.0,6.618738983517219
Bronx,Highbridge,40.83075,-73.93058,True,flexible,Private room,2007.0,538,1,138.0,2019-06-30,1.45,1.0,3.0,138.0,0.6219178082191781,227.0,122126.0,6.2878585601617845
Manhattan,East Harlem,40.79958,-73.94275,False,flexible,Private room,2007.0,252,5,204.0,2019-06-23,1.92,1.0,1.0,327.0,0.10410958904109589,38.0,9576.0,5.529429087511423
Brooklyn,Williamsburg,40.70979,-73.95162,False,strict,Private room,2017.0,131,4,82.0,2019-06-10,,4.0,2.0,361.0,0.010958904109589041,4.0,524.0,4.875197323201151
Brooklyn,Fort Greene,40.68656,-73.97525,False,strict,Private room,2005.0,444,3,37.0,2018-12-31,0.35,1.0,1.0,341.0,0.06575342465753424,24.0,10656.0,6.095824562432225
Manhattan,East Village,40.72752,-73.98432,False,strict,Entire home/apt,2010.0,1089,1,204.0,2019-07-01,2.04,5.0,1.0,353.0,0.03287671232876712,12.0,13068.0,6.9930151229329605
Brooklyn,Greenpoint,40.729,-73.95829,True,strict,Entire home/apt,2017.0,518,2,69.0,2019-06-13,0.65,2.0,1.0,213.0,0.41643835616438357,152.0,78736.0,6.249975242259483
Manhattan,Harlem,40.81219,-73.94499,True,strict,Private room,2010.0,220,1,192.0,,1.84,5.0,5.0,137.0,0.6246575342465753,228.0,50160.0,5.393627546352362
Queens,Ditmars Steinway,40.77185,-73.90502,True,moderate,Entire home/apt,2016.0,1133,2,17.0,,0.16,3.0,1.0,336.0,0.07945205479452055,29.0,32857.0,7.0326242610280065
Brooklyn,Cobble Hill,40.68926,-73.99386,True,strict,Entire home/apt,2021.0,316,2,222.0,,2.12,2.0,1.0,23.0,0.936986301369863,342.0,108072.0,5.755742213586912
Manhattan,East Village,40.72821,-73.98701,True,flexible,Entire home/apt,2015.0,396,3,205.0,2019-06-23,1.96,4.0,1.0,19.0,0.947945205479452,346.0,137016.0,5.981414211254481
Manhattan,Hell's Kitchen,40.7672,-73.98508,False,flexible,Entire home/apt,2020.0,813,3,94.0,2019-06-09,0.96,5.0,1.0,365.0,0.0,0.0,0.0,6.70073110954781
Manhattan,East Village,40.73012,-73.99053,False,moderate,Entire home/apt,2017.0,111,3,7.0,2019-05-24,0.07,3.0,1.0,365.0,0.0,0.0,0.0,4.709530201312334
Manhattan,Flatiron District,40.7403,-73.98498,True,strict,Entire home/apt,2020.0,908,2,108.0,2019-06-30,1.09,2.0,1.0,78.0,0.7863013698630137,287.0,260596.0,6.811244378601294
Manhattan,Harlem,40.80931,-73.94343,True,moderate,Entire home/apt,2008.0,823,3,222.0,2019-06-26,2.1,5.0,2.0,188.0,0.4849315068493151,177.0,145671.0,6.71295620067707
Manhattan,Harlem,40.8251,-73.94287,True,flexible,Private room,2011.0,186,1,458.0,2019-07-03,4.58,4.0,2.0,338.0,0.07397260273972603,27.0,5022.0,5.225746673713202
Brooklyn,Windsor Terrace,40.6585,-73.98397,False,strict,Private room,2021.0,84,2,21.0,2019-05-17,0.26,1.0,1.0,66.0,0.8191780821917808,299.0,25116.0,4.430816798843313
Manhattan,Roosevelt Island,40.76193,-73.9501,False,moderate,Private room,2018.0,241,7,17.0,2019-05-08,0.3,4.0,1.0,322.0,0.1178082191780822,43.0,10363.0,5.484796933490655
Manhattan,Lower East Side,40.72052,-73.98589,False,strict,Entire home/apt,2017.0,54,3,41.0,2019-01-02,0.39,3.0,1.0,322.0,0.1178082191780822,43.0,2322.0,3.9889840465642745
Queens,Ridgewood,40.70411,-73.89934,True,strict,Entire home/apt,2020.0,656,14,1.0,2022-04-03,0.01,5.0,5.0,80.0,0.7808219178082192,285.0,186960.0,6.486160788944089
Brooklyn,Greenpoint,40.73401,-73.95967,True,flexible,Entire home/apt,2018.0,509,2,69.0,2019-05-19,0.67,5.0,1.0,146.0,0.6,219.0,111471.0,6.2324480165505225
Manhattan,Chinatown,40.71756,-73.99503,False,flexible,Entire home/apt,2016.0,1198,4,18.0,2019-07-01,0.18,5.0,2.0,365.0,0.0,0.0,0.0,7.088408778675395
Manhattan,Midtown,40.7589,-73.96991,True,flexible,Entire home/apt,2003.0,588,30,82.0,2016-01-05,0.78,1.0,1.0,329.0,0.09863013698630137,36.0,21168.0,6.376726947898627
Manhattan,SoHo,40.72003,-74.00262,True,strict,Entire home/apt,2014.0,228,4,94.0,2019-06-23,0.99,1.0,1.0,9.0,0.9753424657534246,356.0,81168.0,5.429345628954441
Manhattan,Greenwich Village,40.73194,-73.99474,True,moderate,Entire home/apt,2011.0,874,5,10.0,2019-05-11,0.1,4.0,1.0,256.0,0.29863013698630136,109.0,95266.0,6.773080375655535
Manhattan,East Harlem,40.79163,-73.94573,False,flexible,Entire home/apt,2020.0,1052,28,183.0,2018-09-29,1.83,2.0,2.0,0.0,1.0,365.0,383980.0,6.9584483932976555
Manhattan,Harlem,40.8118,-73.94434,True,moderate,Private room,2011.0,1127,1,189.0,2019-06-11,1.82,3.0,5.0,83.0,0.7726027397260274,282.0,317814.0,7.027314514039777
Manhattan,Harlem,40.81583,-73.94707,False,flexible,Private room,2012.0,137,2,1.0,2018-10-07,0.11,4.0,1.0,173.0,0.5260273972602739,192.0,26304.0,4.919980925828125
Manhattan,East Village,40.72654,-73.98049,True,flexible,Entire home/apt,2012.0,138,2,127.0,2019-06-20,1.22,4.0,1.0,365.0,0.0,0.0,0.0,4.927253685157205
Manhattan,Upper West Side,40.80021,-73.96071,False,moderate,Entire home/apt,2012.0,597,4,4.0,2017-08-25,0.04,3.0,1.0,201.0,0.44931506849315067,164.0,97908.0,6.391917113392602
Manhattan,Little Italy,40.71961,-73.9954,True,flexible,Entire home/apt,2012.0,959,2,21.0,2015-12-12,0.2,5.0,1.0,12.0,0.9671232876712329,353.0,338527.0,6.8658910748834385
Manhattan,Chelsea,40.74358,-74.00027,False,flexible,Entire home/apt,2006.0,595,2,35.0,2017-07-27,0.34,1.0,1.0,0.0,1.0,365.0,217175.0,6.38856140554563
Manhattan,Harlem,40.80335,-73.9575,False,moderate,Private room,2010.0,1076,14,10.0,2019-06-01,2.21,3.0,2.0,319.0,0.12602739726027398,46.0,49496.0,6.98100574072173
Manhattan,Chinatown,40.71445,-73.9908,False,strict,Private room,2008.0,956,4,171.0,2019-06-23,1.8,5.0,2.0,50.0,0.863013698630137,315.0,301140.0,6.862757913051401
Manhattan,Midtown,40.75749,-73.96897,True,moderate,Entire home/apt,2015.0,81,200,92.0,2019-04-30,0.9,1.0,1.0,118.0,0.6767123287671233,247.0,20007.0,4.394449154672439
Manhattan,East Village,40.72477,-73.98161,True,strict,Entire home/apt,2014.0,1067,3,185.0,2019-05-24,,4.0,2.0,248.0,0.32054794520547947,117.0,124839.0,6.9726062513017535
Manhattan,Chelsea,40.74238,-73.99567,False,strict,Entire home/apt,2008.0,794,9,62.0,2019-06-21,,2.0,2.0,80.0,0.7808219178082192,285.0,226290.0,6.677083461247136
Brooklyn,Greenpoint,40.72945,-73.95511,True,moderate,Entire home/apt,2008.0,842,3,124.0,2058-06-16,1.22,4.0,3.0,230.0,0.3698630136986301,135.0,113670.0,6.7357800142423265
Brooklyn,Williamsburg,40.70763,-73.95177,False,moderate,Private room,2019.0,1164,2,181.0,2019-06-23,1.77,1.0,2.0,145.0,0.6027397260273972,220.0,256080.0,7.059617628291383
Staten Island,Tompkinsville,40.63481,-74.08519,False,moderate,Private room,2010.0,1032,2,333.0,2019-07-02,3.19,5.0,6.0,96.0,0.736986301369863,269.0,277608.0,6.939253946041508
Queens,Astoria,40.75384,-73.91433,True,flexible,Entire home/apt,2005.0,545,5,441.0,2019-06-24,4.5,5.0,1.0,96.0,0.736986301369863,269.0,146605.0,6.300785794663244
Brooklyn,Kensington,40.64106,-73.97426,False,flexible,Private room,2013.0,786,1,45.0,2019-05-16,0.46,4.0,2.0,96.0,0.736986301369863,269.0,211434.0,6.666956792429207
Brooklyn,Park Slope,40.66793,-73.98327,False,flexible,Private room,2018.0,114,14,9.0,2016-08-29,0.09,5.0,2.0,96.0,0.736986301369863,269.0,30666.0,4.736198448394496
Bronx,Clason Point,40.81309,-73.85514,True,moderate,Private room,2005.0,643,2,0.0,,,1.0,7.0,96.0,0.736986301369863,269.0,172967.0,6.466144724237619
Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,False,flexible,Entire home/apt,2007.0,841,365,248.0,2019-06-25,2.39,4.0,2.0,96.0,0.736986301369863,269.0,226229.0,6.734591659972948
Manhattan,East Village,40.72185,-73.98246,True,moderate,Entire home/apt,2019.0,73,5,143.0,2019-06-19,1.38,1.0,2.0,96.0,0.736986301369863,269.0,19637.0,4.290459441148391
Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,True,strict,Private room,2019.0,1143,3,36.0,2018-08-19,0.41,5.0,4.0,96.0,0.736986301369863,269.0,307467.0,7.04141166379481
Brooklyn,Crown Heights,40.6761,-73.9529,True,strict,Private room,2011.0,1095,6,50.0,2019-05-26,3.55,3.0,1.0,96.0,0.736986301369863,269.0,294555.0,6.9985096422506015
Brooklyn,Crown Heights,40.67586,-73.95155,True,moderate,Private room,2007.0,503,2,227.0,2019-06-27,2.27,2.0,2.0,96.0,0.736986301369863,269.0,135307.0,6.220590170099739
Manhattan,Little Italy,40.71702,-73.99811,False,strict,Entire home/apt,2008.0,895,14,1.0,2019-01-02,0.16,2.0,1.0,96.0,0.736986301369863,269.0,240755.0,6.796823718274855
Manhattan,East Village,40.72321,-73.98157,True,moderate,Private room,2010.0,426,2,203.0,2019-06-23,1.96,3.0,2.0,96.0,0.736986301369863,269.0,114594.0,6.054439346269371
Manhattan,Upper West Side,40.77956,-73.98098,False,strict,Entire home/apt,2022.0,1127,2,210.0,2019-07-06,2.1,2.0,1.0,267.0,0.2684931506849315,98.0,110446.0,7.027314514039777
Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,True,strict,Private room,2015.0,368,5,64.0,2019-01-05,0.67,5.0,1.0,300.0,0.1780821917808219,65.0,23920.0,5.908082938168931
Brooklyn,Williamsburg,40.71368,-73.9626,False,flexible,Private room,2016.0,679,3,0.0,,,2.0,1.0,350.0,0.0410958904109589,15.0,10185.0,6.520621127558696
Manhattan,East Village,40.72956,-73.98158,False,moderate,Entire home/apt,2012.0,850,7,5.0,2019-01-03,0.15,4.0,1.0,33.0,0.9095890410958904,332.0,282200.0,6.745236349484363
Brooklyn,Williamsburg,40.71069,-73.95175,True,moderate,Entire home/apt,2006.0,1003,10,49.0,2019-06-29,0.48,1.0,1.0,365.0,0.0,0.0,0.0,6.910750787961936
Brooklyn,Williamsburg,40.70863,-73.94641,True,moderate,Entire home/apt,2022.0,875,3,132.0,2019-07-07,1.27,5.0,1.0,365.0,0.0,0.0,0.0,6.774223886357614
Manhattan,Harlem,40.82888,-73.94307,True,strict,Private room,2006.0,953,3,20.0,2019-01-02,0.26,3.0,1.0,365.0,0.0,0.0,0.0,6.859614903654202
Brooklyn,Park Slope,40.67319,-73.97323,False,flexible,Entire home/apt,2007.0,720,3,11.0,2013-05-02,0.11,5.0,1.0,46.0,0.873972602739726,319.0,229680.0,6.579251212010101
Brooklyn,Carroll Gardens,40.67846,-73.99443,True,flexible,Entire home/apt,2004.0,387,3,51.0,2019-07-01,0.57,4.0,1.0,101.0,0.7232876712328767,264.0,102168.0,5.958424693029782
Brooklyn,Crown Heights,40.6715,-73.94808,True,flexible,Private room,2014.0,662,3,15.0,2019-06-30,0.15,5.0,5.0,210.0,0.4246575342465753,155.0,102610.0,6.495265555937008
Manhattan,East Village,40.72681,-73.98534,True,moderate,Entire home/apt,2007.0,375,3,67.0,2019-06-25,1.31,2.0,1.0,104.0,0.7150684931506849,261.0,97875.0,5.926926025970411
Manhattan,Lower East Side,40.71904,-73.99392,True,strict,Private room,2012.0,706,3,109.0,2019-06-23,1.11,4.0,3.0,350.0,0.0410958904109589,15.0,10590.0,6.559615237493242
Manhattan,Harlem,40.81322,-73.95306,False,strict,Entire home/apt,2012.0,487,3,187.0,2019-06-23,1.87,2.0,1.0,34.0,0.9068493150684932,331.0,161197.0,6.18826412308259
Brooklyn,Park Slope,40.67732,-73.98225,True,flexible,Entire home/apt,2012.0,779,3,214.0,2019-06-23,2.08,4.0,2.0,188.0,0.4849315068493151,177.0,137883.0,6.658011045870748
Brooklyn,Gowanus,40.68076,-73.9896,False,flexible,Entire home/apt,2012.0,209,3,69.0,2019-07-01,0.79,3.0,2.0,96.0,0.736986301369863,269.0,56221.0,5.342334251964811
Manhattan,East Harlem,40.79603,-73.94903,True,strict,Entire home/apt,2012.0,1083,3,22.0,2019-06-15,0.26,2.0,1.0,352.0,0.03561643835616438,13.0,14079.0,6.9874902470009905
Brooklyn,Williamsburg,40.71492,-73.96282,False,flexible,Entire home/apt,2012.0,616,3,56.0,2019-05-06,0.56,3.0,1.0,78.0,0.7863013698630137,287.0,176792.0,6.423246963533519
Manhattan,Morningside Heights,40.80393,-73.95838,False,moderate,Private room,2022.0,968,3,93.0,2019-06-22,0.93,5.0,1.0,365.0,0.0,0.0,0.0,6.875232087276577
Manhattan,Upper West Side,40.80082,-73.9652,True,moderate,Private room,2020.0,643,1,104.0,2019-06-25,1.05,2.0,2.0,206.0,0.43561643835616437,159.0,102237.0,6.466144724237619
Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,True,flexible,Entire home/apt,2004.0,961,3,127.0,2019-06-24,1.25,1.0,2.0,295.0,0.1917808219178082,70.0,67270.0,6.8679744089702925
Manhattan,Upper West Side,40.78971,-73.9729,False,strict,Entire home/apt,2010.0,544,11,30.0,2019-06-13,0.32,4.0,1.0,76.0,0.7917808219178082,289.0,157216.0,6.298949246855942
Brooklyn,Carroll Gardens,40.67817,-73.99495,True,flexible,Entire home/apt,2015.0,523,2,106.0,2019-06-27,1.34,5.0,3.0,16.0,0.9561643835616438,349.0,182527.0,6.259581464064923
Brooklyn,Greenpoint,40.73119,-73.95578,False,strict,Private room,2011.0,614,365,6.0,2016-11-13,0.1,4.0,1.0,351.0,0.038356164383561646,14.0,8596.0,6.419994928147142
Manhattan,Little Italy,40.71943,-73.99627,True,moderate,Entire home/apt,2013.0,178,2,191.0,2019-06-20,1.88,2.0,1.0,365.0,0.0,0.0,0.0,5.181783550292085
Manhattan,Upper West Side,40.78,-73.98249,False,moderate,Entire home/apt,2008.0,61,30,48.0,2019-06-11,0.55,3.0,1.0,276.0,0.24383561643835616,89.0,5429.0,4.110873864173311
Brooklyn,Bushwick,40.70514,-73.91922,True,strict,Private room,2019.0,901,5,47.0,2019-06-29,0.49,3.0,1.0,68.0,0.8136986301369863,297.0,267597.0,6.803505257608338
Manhattan,Inwood,40.86713,-73.92811,True,moderate,Private room,2012.0,1189,2,120.0,2019-06-30,1.27,4.0,1.0,365.0,0.0,0.0,0.0,7.080867896690782
Manhattan,East Village,40.73198,-73.98881,False,strict,Private room,2008.0,783,3,52.0,2019-01-10,0.63,4.0,1.0,135.0,0.6301369863013698,230.0,180090.0,6.663132695990803
Manhattan,East Village,40.72542,-73.97986,True,strict,Entire home/apt,2009.0,69,2,48.0,2019-06-16,0.48,4.0,4.0,86.0,0.7643835616438356,279.0,19251.0,4.23410650459726
Manhattan,Washington Heights,40.83494,-73.93869,True,strict,Entire home/apt,2003.0,1018,3,32.0,2019-05-24,0.43,1.0,2.0,365.0,0.0,0.0,0.0,6.925595197110468
Manhattan,West Village,40.72966,-74.00243,True,strict,Entire home/apt,2010.0,935,30,39.0,2019-06-25,0.44,2.0,1.0,0.0,1.0,365.0,341275.0,6.840546529288687
Brooklyn,Greenpoint,40.72898,-73.95552,True,moderate,Entire home/apt,2003.0,784,1,50.0,2014-05-13,0.5,4.0,1.0,47.0,0.8712328767123287,318.0,249312.0,6.664409020350408
Bronx,Kingsbridge,40.87207,-73.90193,False,strict,Entire home/apt,2009.0,55,30,4.0,2019-01-02,0.35,5.0,2.0,315.0,0.136986301369863,50.0,2750.0,4.007333185232471
Manhattan,Upper West Side,40.77728,-73.97818,False,moderate,Entire home/apt,2008.0,989,13,38.0,2019-02-15,0.39,3.0,1.0,105.0,0.7123287671232876,260.0,257140.0,6.8966943316227125
Brooklyn,Greenpoint,40.72646,-73.95341,False,flexible,Private room,2004.0,1029,3,29.0,2019-06-16,0.36,1.0,1.0,87.0,0.7616438356164383,278.0,286062.0,6.9363427358340495
Brooklyn,Williamsburg,40.71015,-73.96101,False,strict,Entire home/apt,2015.0,291,4,59.0,2019-06-23,0.6,3.0,1.0,52.0,0.8575342465753425,313.0,91083.0,5.673323267171493
Brooklyn,Williamsburg,40.71903,-73.9597,False,flexible,Entire home/apt,2005.0,787,1,68.0,2019-06-07,0.67,3.0,2.0,189.0,0.4821917808219178,176.0,138512.0,6.668228248417403
Manhattan,East Harlem,40.80892,-73.93985,True,moderate,Entire home/apt,2016.0,269,14,26.0,2015-11-25,0.27,5.0,3.0,132.0,0.6383561643835617,233.0,62677.0,5.594711379601839
Manhattan,Harlem,40.80276,-73.9567,True,moderate,Entire home/apt,2007.0,725,14,31.0,2022-03-01,0.31,5.0,1.0,81.0,0.7780821917808219,284.0,205900.0,6.586171654854675
Queens,Astoria,40.77635,-73.93426,True,moderate,Entire home/apt,2022.0,612,2,198.0,2019-05-31,2.01,1.0,1.0,42.0,0.8849315068493151,323.0,197676.0,6.416732282512326
Brooklyn,Greenpoint,40.72488,-73.95018,True,flexible,Private room,2018.0,920,2,1.0,2026-03-28,0.01,3.0,1.0,73.0,0.8,292.0,268640.0,6.824373670043086
Manhattan,Lower East Side,40.71876,-73.98394,False,flexible,Entire home/apt,2017.0,824,3,286.0,2019-06-27,2.81,1.0,1.0,177.0,0.5150684931506849,188.0,154912.0,6.714170529909472
Brooklyn,South Slope,40.66552,-73.99019,True,flexible,Entire home/apt,2011.0,1038,2,398.0,2019-06-28,3.97,5.0,3.0,245.0,0.3287671232876712,120.0,124560.0,6.945051063725834
Brooklyn,Greenpoint,40.73749,-73.95292,True,strict,Private room,2004.0,1074,3,36.0,2019-07-01,0.36,1.0,28.0,272.0,0.2547945205479452,93.0,99882.0,6.97914527506881
Manhattan,Hell's Kitchen,40.76248,-73.9913,True,flexible,Private room,2014.0,72,3,36.0,2019-06-14,0.36,1.0,1.0,365.0,0.0,0.0,0.0,4.276666119016055
Brooklyn,Boerum Hill,40.68674,-73.98876,True,moderate,Entire home/apt,2013.0,162,4,6.0,2016-02-05,0.1,5.0,1.0,247.0,0.3232876712328767,118.0,19116.0,5.087596335232384
Brooklyn,Clinton Hill,40.6848,-73.96219,False,flexible,Entire home/apt,2006.0,701,6,14.0,2019-04-20,0.3,4.0,1.0,365.0,0.0,0.0,0.0,6.55250788703459
Brooklyn,Williamsburg,40.70516,-73.95455,True,moderate,Private room,2021.0,566,14,76.0,2019-03-31,0.76,5.0,6.0,179.0,0.5095890410958904,186.0,105276.0,6.338594078203183
Manhattan,East Village,40.72329,-73.98486,False,flexible,Private room,2019.0,741,3,182.0,2019-07-04,1.81,4.0,1.0,96.0,0.736986301369863,269.0,199329.0,6.608000625296087
Brooklyn,Greenpoint,40.73776,-73.95327,True,strict,Private room,2006.0,338,3,8.0,2016-03-27,0.09,2.0,28.0,96.0,0.736986301369863,269.0,90922.0,5.823045895483019
Manhattan,East Village,40.72399,-73.98374,True,moderate,Entire home/apt,2021.0,685,3,240.0,2019-06-06,2.4,3.0,1.0,96.0,0.736986301369863,269.0,184265.0,6.529418838262226
Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,False,flexible,Entire home/apt,2020.0,348,3,46.0,2019-07-02,1.07,1.0,1.0,96.0,0.736986301369863,269.0,93612.0,5.8522024797744745
Brooklyn,Bushwick,40.68949,-73.91708,True,moderate,Entire home/apt,2012.0,824,3,228.0,,2.27,1.0,1.0,96.0,0.736986301369863,269.0,221656.0,6.714170529909472
Brooklyn,Fort Greene,40.68819,-73.97258,True,flexible,Entire home/apt,2012.0,68,3,5.0,,0.05,4.0,1.0,96.0,0.736986301369863,269.0,18292.0,4.219507705176107
Brooklyn,Williamsburg,40.7205,-73.96015,True,flexible,Entire home/apt,2012.0,933,30,8.0,,0.11,5.0,1.0,96.0,0.736986301369863,269.0,250977.0,6.838405200847344
Manhattan,East Village,40.72451,-73.98094,True,strict,Entire home/apt,2012.0,69,2,33.0,,0.33,3.0,1.0,96.0,0.736986301369863,269.0,18561.0,4.23410650459726
Brooklyn,Greenpoint,40.73813,-73.95394,False,strict,Private room,2012.0,1034,3,13.0,,0.14,5.0,28.0,96.0,0.736986301369863,269.0,278146.0,6.9411900550683745
Brooklyn,Crown Heights,40.67591,-73.94715,False,strict,Entire home/apt,2012.0,248,5,5.0,2018-07-22,0.05,3.0,1.0,96.0,0.736986301369863,269.0,66712.0,5.5134287461649825
Manhattan,East Village,40.72843,-73.98895,True,flexible,Entire home/apt,2012.0,1019,1,388.0,2019-06-26,3.88,3.0,1.0,96.0,0.736986301369863,269.0,274111.0,6.926577033222725
Manhattan,Two Bridges,40.71271,-73.99776,False,flexible,Private room,2012.0,588,3,223.0,2019-06-23,2.22,1.0,2.0,96.0,0.736986301369863,269.0,158172.0,6.376726947898627
Brooklyn,Crown Heights,40.66966,-73.94735,False,flexible,Entire home/apt,2012.0,206,15,11.0,2019-01-14,0.11,2.0,5.0,96.0,0.736986301369863,269.0,55414.0,5.327876168789581
Manhattan,Lower East Side,40.71965,-73.98766,False,strict,Entire home/apt,2012.0,528,2,151.0,2019-06-24,1.51,4.0,2.0,96.0,0.736986301369863,269.0,142032.0,6.269096283706261
Brooklyn,Clinton Hill,40.68613,-73.96536,False,flexible,Entire home/apt,2017.0,332,5,0.0,,,3.0,3.0,96.0,0.736986301369863,269.0,89308.0,5.805134968916488
Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,True,moderate,Entire home/apt,2013.0,174,3,218.0,2019-06-28,2.26,3.0,4.0,96.0,0.736986301369863,269.0,46806.0,5.159055299214529
Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,True,moderate,Entire home/apt,2016.0,729,2,75.0,2019-06-23,0.76,4.0,2.0,96.0,0.736986301369863,269.0,196101.0,6.591673732008658
Queens,Astoria,40.75961,-73.91117,True,moderate,Private room,2003.0,292,1,42.0,2019-07-06,1.21,5.0,2.0,96.0,0.736986301369863,269.0,78548.0,5.676753802268282
Brooklyn,Crown Heights,40.67473,-73.94494,False,flexible,Entire home/apt,2003.0,1142,365,0.0,,,1.0,1.0,96.0,0.736986301369863,269.0,307198.0,7.040536390215956
Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,False,moderate,Entire home/apt,2014.0,1056,2,370.0,2019-07-05,3.74,4.0,1.0,96.0,0.736986301369863,269.0,284064.0,6.962243464266207
Brooklyn,Crown Heights,40.67174,-73.95663,False,moderate,Entire home/apt,2009.0,73,1,104.0,2019-06-21,1.04,5.0,1.0,31.0,0.915068493150685,334.0,24382.0,4.290459441148391
Brooklyn,Williamsburg,40.71055,-73.95098,True,moderate,Entire home/apt,2014.0,56,3,13.0,2016-07-18,0.13,1.0,1.0,95.0,0.7397260273972602,270.0,15120.0,4.02535169073515
Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,False,moderate,Entire home/apt,2020.0,1047,3,4.0,2018-12-26,0.07,2.0,1.0,154.0,0.5780821917808219,211.0,220917.0,6.953684210870537
Brooklyn,Clinton Hill,40.68413,-73.96542,True,moderate,Private room,2021.0,643,3,11.0,2019-06-07,0.11,3.0,3.0,0.0,1.0,365.0,234695.0,6.466144724237619
Manhattan,Kips Bay,40.73877,-73.97707,True,flexible,Entire home/apt,2007.0,943,3,1.0,2022-02-04,0.01,1.0,3.0,214.0,0.4136986301369863,151.0,142393.0,6.849066282633458
Manhattan,Chelsea,40.74893,-73.99544,True,moderate,Entire home/apt,2003.0,1152,3,19.0,2018-06-11,0.19,5.0,1.0,204.0,0.4410958904109589,161.0,185472.0,7.049254841255837
